codigo;denominacion;precio;marca;producto;stock;viajando;dto;canon
mdhc4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente blanco estrella";1105.58;apple;macbook;2;0;1;5.33
mdhd4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 24gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente blanco estrella";1297.18;apple;macbook;1;0;1;5.33
mdhe4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd grafica m5 gpu de 8 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente medianoche";913.97;apple;macbook;3;0;1;5.33
mdhf4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente medianoche";1105.58;apple;macbook;1;0;1;5.33
mdhg4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 24gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente medianoche";1297.18;apple;macbook;1;0;1;5.33
mdhh4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd grafica m5 gpu de 8 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente azul cielo";913.97;apple;macbook;2;0;1;5.33
mdhj4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente azul cielo";1105.58;apple;macbook;1;0;1;5.33
mdhk4y/a;"macbook air 13.6' chip m5 con cpu de 10 nucleos 24gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente azul cielo";1297.18;apple;macbook;2;0;1;5.33
mdv94y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente plata";1143.89;apple;macbook;1;0;1;5.33
mdva4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente plata";1335.49;apple;macbook;1;0;1;5.33
mdvc4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 24gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente plata";1527.09;apple;macbook;1;0;1;5.33
mdvd4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente blanco estrella";1143.89;apple;macbook;2;0;1;5.33
mdve4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente blanco estrella";1335.49;apple;macbook;1;0;1;5.33
mdvf4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 24gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente blanco estrella";1527.09;apple;macbook;0;0;1;5.33
mdvh4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente medianoche";1143.89;apple;macbook;0;0;1;5.33
mdvk4y/a;"macbook air 15.3' chip m5 con cpu de 10 nucleos 16gb de memoria unificada 1tb ssd grafica m5 gpu de 10 nucleos touch id trackpad force pantalla liquid retina teclado magic keyboard sin adaptador de corriente medianoche";1335.49;apple;macbook;0;0;1;5.33
